NI_964  	  9.64626e+02  7.90000e-03  1.50000e+08  1.40067e+01
NI_965  	  9.65041e+02  3.86000e-03  1.50000e+08  1.40067e+01
NI_1134a	  1.13417e+03  1.46000e-02  1.50000e+08  1.40067e+01
NI_1134b	  1.13441e+03  2.86500e-02  1.50000e+08  1.40067e+01
NI_1134c	  1.13498e+03  4.15900e-02  1.50000e+08  1.40067e+01
NI_1999 	  1.19955e+03  1.31820e-01  4.00000e+08  1.40067e+01
NI_1200a	  1.20022e+03  8.68400e-02  4.00000e+08  1.40067e+01
NI_1200b	  1.20071e+03  4.32000e-02  4.00000e+08  1.40067e+01
OVI_1031	  1.03193e+03  1.32541e-01  4.10000e+08  1.59994e+01
OVI_1037	  1.03762e+03  6.57602e-02  4.10000e+08  1.59994e+01
OI_924  	  9.24950e+02  1.54500e-03  6.11500e+08  1.59994e+01
OI_976  	  9.76448e+02  3.30600e-03  6.11500e+08  1.59994e+01
OI_988c 	  9.88773e+02  4.64400e-02  6.11500e+08  1.59994e+01
OI_1039 	  1.03923e+03  9.06000e-03  6.11500e+08  1.59994e+01
OI_1302 	  1.30217e+03  4.80100e-02  6.11500e+08  1.59994e+01
OI_971  	  9.71738e+02  1.37000e-02  6.11500e+08  1.59994e+01
OI_950  	  9.50885e+02  1.58000e-03  6.11500e+08  1.59994e+01
OI_948  	  9.48685e+02  6.32200e-03  6.11500e+08  1.59994e+01
OI_936  	  9.36630e+02  3.65000e-03  6.11500e+08  1.59994e+01
OI_926  	  9.26306e+02  1.53900e-03  6.11500e+08  1.59994e+01
NaI_5891	  5.89158e+03  6.40867e-01  6.10000e+07  2.29897e+01
NaI_5897	  5.89756e+03  3.20131e-01  6.10000e+07  2.29897e+01
NaI_3303	  3.30332e+03  9.20555e-03  6.10000e+07  2.29897e+01
MgII_1239	  1.23993e+03  6.32000e-04  2.60000e+08  2.43050e+01
MgII_1240	  1.24039e+03  3.56000e-04  2.60000e+08  2.43050e+01
MgII_2796	  2.79635e+03  6.15755e-01  2.60000e+08  2.43050e+01
MgII_2803	  2.80353e+03  3.05699e-01  2.60000e+08  2.43050e+01
MgI_1747	  1.74779e+03  9.08887e-03  5.00000e+08  2.43050e+01
MgI_1827	  1.82794e+03  2.42125e-02  5.00000e+08  2.43050e+01
MgI_2026	  2.02648e+03  1.13047e-01  5.00000e+08  2.43050e+01
MgI_2852	  2.85296e+03  1.83107e+00  5.00000e+08  2.43050e+01
AlIII_1854	  1.85472e+03  5.59399e-01  5.40000e+08  2.69820e+01
AlIII_1862	  1.86279e+03  2.77866e-01  5.30000e+08  2.69820e+01
AlII_935	  9.35274e+02  2.51803e-03  5.50000e+08  2.69820e+01
AlII_1670	  1.67079e+03  1.73812e+00  1.40000e+09  2.69820e+01
AlI_3083	  3.08305e+03  1.77019e-01  7.50000e+07  2.69820e+01
AlI_3945	  3.94512e+03  1.16129e-01  1.50000e+08  2.69820e+01
SiIV_1393	  1.39376e+03  5.12639e-01  8.80000e+08  2.80855e+01
SiIV_1402	  1.40277e+03  2.54105e-01  8.60000e+08  2.80855e+01
SiIII_1206	  1.20650e+03  1.62732e+00  2.50000e+09  2.80855e+01
SiII_989	  9.89873e+02  1.70773e-01  3.00000e+08  2.80855e+01
SiII_1020	  1.02070e+03  1.67920e-02  3.00000e+08  2.80855e+01
SiII_1190	  1.19042e+03  2.91945e-01  4.10000e+09  2.80855e+01
SiII_1193	  1.19329e+03  5.82444e-01  4.10000e+09  2.80855e+01
SiI_2515	  2.51507e+03  2.10596e-01  2.20000e+08  2.80855e+01
SiI_1845	  1.84552e+03  2.69700e-01  1.70000e+08  2.80855e+01
SiI_1693	  1.69329e+03  1.55692e-01  1.50000e+08  2.80855e+01
SiII_1808	  1.80801e+03  2.07873e-03  2.40000e+06  2.80855e+01
SiII_1526	  1.52671e+03  1.32814e-01  1.10000e+09  2.80855e+01
SiII_1304	  1.30437e+03  8.64170e-02  1.10000e+09  2.80855e+01
SiII_1260	  1.26042e+03  1.17621e+00  3.00000e+09  2.80855e+01
PI_1381 	  1.38148e+03  3.15978e-01  5.00000e+08  3.09737e+01
PI_1379 	  1.37943e+03  2.18928e-01  3.00000e+08  3.09737e+01
PII_1532	  1.53253e+03  3.03103e-03  4.80000e+06  3.09737e+01
PIII_1334	  1.33481e+03  2.82215e-02  6.30000e+07  3.09737e+01
PV_1117 	  1.11798e+03  4.71592e-01  1.30000e+09  3.09737e+01
PII_961 	  9.61041e+02  3.48544e-01  5.10000e+09  3.09737e+01
PIII_997	  9.98000e+02  1.11653e-01  2.20000e+09  3.09737e+01
PIII_917	  9.17118e+02  4.04180e-01  4.50000e+09  3.09737e+01
PII_963 	  9.63800e+02  1.45886e+00  3.40000e+09  3.09737e+01
PII_1152	  1.15282e+03  2.45041e-01  1.20000e+09  3.09737e+01
PII_972 	  9.72779e+02  2.09887e-02  3.00000e+08  3.09737e+01
PII_1301	  1.30187e+03  1.27184e-02  4.80000e+07  3.09737e+01
PIV_950 	  9.50657e+02  1.49271e+00  3.40000e+09  3.09737e+01
PV_1128 	  1.12801e+03  2.33178e-01  1.20000e+09  3.09737e+01
SIII_1012	  1.01249e+03  4.38134e-02  2.80000e+08  3.20660e+01
SVI_933 	  9.33378e+02  4.37464e-01  1.70000e+09  3.20660e+01
SII_1253	  1.25381e+03  1.09086e-02  4.60000e+07  3.20660e+01
SIII_1190	  1.19020e+03  2.36254e-02  6.70000e+07  3.20660e+01
SII_1250	  1.25058e+03  5.43112e-03  4.60000e+07  3.20660e+01
SVI_944 	  9.44523e+02  2.15173e-01  1.60000e+09  3.20660e+01
SII_1259	  1.25952e+03  1.65881e-02  4.70000e+07  3.20660e+01
SI_1425 	  1.42503e+03  1.24789e-01  3.00000e+08  3.20660e+01
SI_1807 	  1.80731e+03  9.05664e-02  5.30000e+08  3.20660e+01
SIV_1062	  1.06266e+03  4.93860e-02  1.70000e+08  3.20660e+01
SI_1473 	  1.47399e+03  8.28904e-02  3.00000e+08  3.20660e+01
ClI_1347	  1.34724e+03  1.52952e-01  6.60000e+08  3.54527e+01
ClIII_1015	  1.01502e+03  2.14054e-02  9.30000e+07  3.54527e+01
ClI_1088	  1.08806e+03  8.09744e-02  2.20000e+08  3.54527e+01
ClI_1188	  1.18877e+03  7.01295e-02  2.20000e+08  3.54527e+01
ClII_1063	  1.06383e+03  5.02490e-03  1.70000e+08  3.54527e+01
ClII_1071	  1.07104e+03  1.49691e-02  1.70000e+08  3.54527e+01
ClIII_1008	  1.00877e+03  1.43618e-02  9.40000e+07  3.54527e+01
ClIV_973	  9.73191e+02  4.43406e-02  1.90000e+08  3.54527e+01
KI_7667 	  7.66701e+03  6.68920e-01  3.80000e+07  3.90983e+01
KI_7701 	  7.70108e+03  3.33003e-01  3.70000e+07  3.90983e+01
ArI_1066	  1.06666e+03  6.74488e-02  1.30000e+08  3.99480e+01
ArI_1048	  1.04822e+03  2.62753e-01  5.30000e+08  3.99480e+01
ScI_4021	  4.02153e+03  3.95011e-01  1.80000e+08  4.49559e+01
ScI_3908	  3.90859e+03  5.70137e-01  1.80000e+08  4.49559e+01
ScII_3643	  3.64382e+03  3.74492e-01  1.60000e+08  4.49559e+01
ScIII_1610	  1.61019e+03  8.67205e-02  2.20000e+08  4.49559e+01
ScIII_1598	  1.59800e+03  1.74752e-02  2.20000e+08  4.49559e+01
ScII_3581	  3.58195e+03  2.36527e-01  2.10000e+08  4.49559e+01
TiIII_1291	  1.29162e+03  2.64767e-02  2.20000e+08  4.78800e+01
TiIII_1295	  1.29588e+03  4.18248e-02  2.20000e+08  4.78800e+01
TiIII_1298	  1.29870e+03  9.64922e-02  2.20000e+08  4.78800e+01
TiII_1910a	  1.91061e+03  1.03951e-01  4.20000e+08  4.78800e+01
TiII_1910b	  1.91095e+03  9.78926e-02  4.20000e+08  4.78800e+01
TiII_3058	  3.05828e+03  4.16411e-03  2.50000e+08  4.78800e+01
TiII_3067	  3.06724e+03  4.88937e-02  2.50000e+08  4.78800e+01
TiII_3073	  3.07386e+03  1.21148e-01  2.60000e+08  4.78800e+01
TiII_3204	  3.20436e+03  3.71757e-03  1.50000e+08  4.78800e+01
TiII_3230	  3.23012e+03  6.86722e-02  2.40000e+08  4.78800e+01
TiII_3242	  3.24292e+03  2.31774e-01  2.40000e+08  4.78800e+01
TiII_3384	  3.38473e+03  3.58489e-01  1.80000e+08  4.78800e+01
TiI_3187	  3.18737e+03  1.95239e-01  9.20000e+07  4.78800e+01
TiI_3342	  3.34283e+03  1.74135e-01  7.40000e+07  4.78800e+01
TiI_3636	  3.63650e+03  2.52532e-01  1.10000e+08  4.78800e+01
VI_3184 	  3.18493e+03  5.46890e-01  2.80000e+08  5.09415e+01
VI_3054 	  3.05454e+03  1.81993e-01  2.80000e+08  5.09415e+01
VII_2740	  2.74052e+03  1.01430e-01  2.80000e+08  5.09415e+01
VII_2683	  2.68389e+03  1.09203e-01  2.90000e+08  5.09415e+01
VIII_1153	  1.15318e+03  1.03063e-01  2.80000e+08  5.09415e+01
VIII_1123	  1.12352e+03  5.61588e-02  2.80000e+08  5.09415e+01
CrI_3606	  3.60635e+03  2.25389e-01  1.60000e+08  5.19961e+01
CrI_3594	  3.59451e+03  2.90644e-01  1.50000e+08  5.19961e+01
CrIII_1040	  1.04006e+03  1.22164e-01  4.20000e+08  5.19961e+01
CrIII_1033	  1.03334e+03  6.39376e-02  4.20000e+08  5.19961e+01
CrI_3579	  3.57971e+03  3.65723e-01  1.50000e+08  5.19961e+01
CrII_2066	  2.06616e+03  5.11488e-02  4.20000e+08  5.19961e+01
CrII_2062	  2.06224e+03  7.57987e-02  4.10000e+08  5.19961e+01
CrII_2056	  2.05626e+03  1.03020e-01  4.10000e+08  5.19961e+01
MnII_2594	  2.59450e+03  2.79220e-01  2.80000e+08  5.49380e+01
MnI_2799	  2.79909e+03  4.18777e-01  2.00000e+08  5.49380e+01
MnII_2606	  2.60646e+03  1.97674e-01  2.70000e+08  5.49380e+01
MnI_2801	  2.80191e+03  2.89432e-01  2.00000e+08  5.49380e+01
MnII_2576	  2.57688e+03  3.61332e-01  2.80000e+08  5.49380e+01
MnI_3225	  3.22569e+03  5.88001e-04  2.00000e+08  5.49380e+01
FeII_1143	  1.14323e+03  1.92251e-02  3.10000e+08  5.58470e+01
FeII_1125	  1.12545e+03  1.55838e-02  3.10000e+08  5.58470e+01
FeIII_1122	  1.12252e+03  5.44257e-02  3.10000e+08  5.58470e+01
FeII_1096	  1.09688e+03  3.26469e-02  3.10000e+08  5.58470e+01
FeII_1121	  1.12197e+03  2.89746e-02  3.10000e+08  5.58470e+01
FeI_2523	  2.52361e+03  2.03225e-01  3.90000e+08  5.58470e+01
FeI_2484	  2.48402e+03  5.44308e-01  4.80000e+08  5.58470e+01
FeII_2600	  2.60017e+03  2.38780e-01  2.70000e+08  5.58470e+01
FeI_2719	  2.71983e+03  1.22591e-01  1.80000e+08  5.58470e+01
FeII_1144	  1.14494e+03  8.30268e-02  3.10000e+08  5.58470e+01
FeII_2344	  2.34421e+03  1.14026e-01  3.10000e+08  5.58470e+01
FeII_1608	  1.60845e+03  5.77553e-02  2.30000e+08  5.58470e+01
FeII_1260	  1.26053e+03  2.40130e-02  3.10000e+08  5.58470e+01
FeII_2586	  2.58665e+03  6.90657e-02  2.70000e+08  5.58470e+01
FeII_1081	  1.08187e+03  1.25841e-02  3.10000e+08  5.58470e+01
FeII_1063	  1.06318e+03  5.47513e-02  3.10000e+08  5.58470e+01
FeII_2382	  2.38277e+03  3.19830e-01  3.10000e+08  5.58470e+01
FeII_2374	  2.37446e+03  3.12921e-02  3.10000e+08  5.58470e+01
NiII_1741	  1.74155e+03  4.26642e-02  2.40000e+08  5.86900e+01
NiII_1751	  1.75192e+03  2.77004e-02  3.70000e+08  5.86900e+01
NiI_2290	  2.29069e+03  1.27654e-01  2.40000e+08  5.86900e+01
NiI_2320	  2.32075e+03  6.84498e-01  2.40000e+08  5.86900e+01
NiI_2346	  2.34626e+03  1.43095e-01  2.40000e+08  5.86900e+01
NiII_1709	  1.70960e+03  3.23671e-02  2.40000e+08  5.86900e+01
NiII_1454	  1.45484e+03  3.22986e-02  2.40000e+08  5.86900e+01
NiII_1370	  1.37013e+03  7.69551e-02  2.40000e+08  5.86900e+01
PI_1774 	  1.77495e+03  1.68583e-01  2.40000e+08  5.86900e+01
CoII_1941	  1.94129e+03  3.40338e-02  1.10000e+08  5.89332e+01
CoI_2407	  2.40799e+03  3.80492e-01  1.10000e+08  5.89332e+01
CoII_2012	  2.01217e+03  3.67567e-02  1.10000e+08  5.89332e+01
CoIII_929	  9.29972e+02  1.18722e-02  1.10000e+08  5.89332e+01
CoI_2425	  2.42567e+03  2.81947e-01  1.10000e+08  5.89332e+01
CoIII_939	  9.39061e+02  8.98062e-02  1.10000e+08  5.89332e+01
CoIII_936	  9.36637e+02  4.80207e-02  1.10000e+08  5.89332e+01
CuII_1358	  1.35877e+03  2.62938e-01  7.20000e+08  6.35460e+01
CuII_1367	  1.36795e+03  1.79444e-01  6.20000e+08  6.35460e+01
CuI_3274	  3.27490e+03  2.18174e-01  1.40000e+08  6.35460e+01
CuI_3248	  3.24847e+03  4.33831e-01  1.40000e+08  6.35460e+01
ZnI_2139	  2.13925e+03  1.46804e+00  7.10000e+08  6.53900e+01
ZnII_2062	  2.06266e+03  2.46361e-01  3.90000e+08  6.53900e+01
ZnII_2026	  2.02614e+03  5.01570e-01  4.10000e+08  6.53900e+01
GaIII_1495	  1.49505e+03  5.39940e-01  8.10000e+08  6.97230e+01
GaIII_1534	  1.53446e+03  2.61845e-01  7.40000e+08  6.97230e+01
GaII_1414	  1.41440e+03  1.77185e+00  2.00000e+09  6.97230e+01
GaI_2875	  2.87508e+03  2.89968e-01  1.40000e+08  6.97230e+01
GaI_4034	  4.03412e+03  1.18372e-01  1.40000e+08  6.97230e+01
